date	open	high	low	close	volume
2009-01-05	3058.75	3131.95	3056.45	3121.45	
2009-01-06	3121.5	3141.8	3056.1	3112.8	
2009-01-07	3112.8	3147.2	2888.2	2920.4	
2009-01-09	2919.95	2929.85	2810.25	2873.0	
2009-01-12	2868.85	2869.2	2748.55	2773.1	
2009-01-13	2775.0	2802.6	2720.8	2744.95	
2009-01-14	2748.4	2853.25	2748.4	2835.3	
2009-01-15	2832.3	2832.3	2701.75	2736.7	
2009-01-16	2737.0	2835.65	2724.2	2828.45	
2009-01-19	2828.7	2868.2	2819.9	2846.2	
2009-01-20	2842.9	2842.9	2758.0	2796.6	
2009-01-21	2777.4	2787.3	2690.2	2706.15	
2009-01-22	2714.7	2744.85	2681.4	2713.8	
2009-01-23	2705.45	2765.55	2661.65	2678.55	
2009-01-27	2686.05	2777.3	2685.25	2771.35	
2009-01-28	2771.1	2855.4	2765.6	2849.5	
2009-01-29	2849.35	2873.85	2795.35	2823.95	
2009-01-30	2824.05	2881.0	2774.1	2874.8	
2009-02-02	2872.35	2873.45	2760.7	2766.65	
2009-02-03	2773.5	2831.7	2752.9	2783.9	
2009-02-04	2780.7	2842.2	2780.7	2803.05	
2009-02-05	2802.75	2816.8	2754.85	2780.05	
2009-02-06	2779.35	2852.5	2778.65	2843.1	
2009-02-09	2843.05	2926.75	2840.15	2919.9	
2009-02-10	2919.7	2957.4	2891.75	2934.5	
2009-02-11	2933.0	2937.5	2877.6	2925.7	
2009-02-12	2927.4	2939.0	2886.55	2893.05	
2009-02-13	2896.95	2969.75	2896.85	2948.35	
2009-02-16	2948.25	2953.2	2839.1	2848.5	
2009-02-17	2853.85	2854.65	2757.3	2770.5	
2009-02-18	2755.15	2806.5	2736.65	2776.15	
2009-02-19	2776.7	2802.15	2767.6	2789.35	
2009-02-20	2789.3	2789.3	2709.3	2736.45	
2009-02-24	2737.25	2746.2	2677.55	2733.9	
2009-02-25	2733.45	2789.35	2733.45	2762.5	
2009-02-26	2762.2	2797.8	2731.9	2785.65	
2009-02-27	2785.7	2787.2	2708.45	2763.65	
2009-03-02	2764.6	2764.6	2659.55	2674.6	
2009-03-03	2672.15	2688.5	2611.55	2622.4	
2009-03-04	2611.95	2655.7	2611.95	2645.2	
2009-03-05	2645.9	2663.9	2564.1	2576.7	
2009-03-06	2576.75	2628.1	2539.45	2620.15	
2009-03-09	2620.1	2621.25	2555.6	2573.15	
2009-03-12	2574.5	2646.1	2574.5	2617.45	
2009-03-13	2616.6	2726.15	2616.6	2719.25	
2009-03-16	2716.05	2781.95	2701.95	2777.25	
2009-03-17	2776.35	2805.6	2738.7	2757.45	
2009-03-18	2757.65	2836.05	2752.25	2794.7	
2009-03-19	2797.05	2822.25	2771.35	2807.15	
2009-03-20	2807.35	2816.1	2773.65	2807.05	
2009-03-23	2807.25	2949.75	2807.25	2939.9	
2009-03-24	2923.8	3017.4	2914.5	2938.7	
2009-03-25	2938.8	2996.5	2923.3	2984.35	
2009-03-26	2982.25	3103.35	2982.25	3082.25	
2009-03-27	3079.4	3123.35	3055.9	3108.65	
2009-03-30	3108.75	3110.2	2962.4	2978.15	
2009-03-31	2981.7	3054.3	2966.4	3020.95	
2009-04-01	3023.85	3069.3	2965.7	3060.35	
2009-04-02	3061.05	3228.75	3061.05	3211.05	
2009-04-06	3211.35	3303.9	3211.35	3256.6	
2009-04-08	3255.35	3357.05	3149.25	3342.95	
2009-04-09	3346.0	3401.15	3307.05	3342.05	
2009-04-13	3342.2	3417.8	3334.15	3382.6	
2009-04-15	3381.45	3497.55	3311.8	3484.15	
2009-04-16	3484.35	3511.25	3354.2	3369.5	
2009-04-17	3369.5	3489.85	3359.25	3384.4	
2009-04-20	3384.75	3441.1	3339.45	3377.1	
2009-04-21	3376.85	3414.7	3309.35	3365.3	
2009-04-22	3364.6	3401.1	3296.9	3330.3	
2009-04-23	3330.5	3439.9	3310.5	3423.7	
2009-04-24	3423.6	3491.35	3402.9	3480.75	
2009-04-27	3481.3	3517.25	3435.3	3470.0	
2009-04-28	3469.5	3471.95	3351.5	3362.35	
2009-04-29	3371.65	3486.4	3366.7	3473.95	
2009-05-04	3478.7	3664.5	3478.7	3654.0	
2009-05-05	3664.5	3682.2	3618.75	3661.9	
2009-05-06	3662.0	3717.05	3608.65	3625.05	
2009-05-07	3617.15	3692.05	3617.15	3683.9	
2009-05-08	3681.8	3711.25	3582.85	3620.7	
2009-05-11	3615.75	3660.2	3534.55	3554.6	
2009-05-12	3554.65	3691.65	3534.2	3681.1	
2009-05-13	3668.75	3709.6	3610.2	3635.25	
2009-05-14	3631.9	3631.9	3537.6	3593.45	
2009-05-15	3597.85	3686.25	3597.85	3671.65	
2009-05-18	3673.15	4384.3	3673.15	4323.15	
2009-05-19	4324.95	4509.4	4167.65	4318.45	
2009-05-20	4318.75	4362.85	4244.7	4270.3	
2009-05-21	4270.35	4319.0	4199.2	4210.9	
2009-05-22	4211.85	4249.5	4155.85	4238.5	
2009-05-25	4238.1	4270.05	4205.1	4237.55	
2009-05-26	4239.55	4256.05	4092.25	4116.7	
2009-05-27	4117.3	4286.45	4115.25	4276.05	
2009-05-28	4276.15	4354.85	4254.85	4337.1	
2009-05-29	4340.75	4488.05	4340.75	4448.95	
2009-06-01	4450.4	4545.4	4450.4	4529.9	
2009-06-02	4530.45	4586.4	4451.3	4525.25	
2009-06-03	4525.5	4574.9	4478.6	4530.7	
2009-06-04	4530.3	4582.2	4453.45	4572.65	
2009-06-05	4573.3	4636.85	4561.95	4586.9	
2009-06-08	4582.35	4611.4	4404.65	4429.9	
2009-06-09	4427.75	4562.45	4365.1	4550.95	
2009-06-10	4551.7	4688.95	4551.7	4655.25	
2009-06-11	4657.4	4679.55	4586.15	4637.7	
2009-06-12	4637.55	4693.2	4566.15	4583.4	
2009-06-15	4584.65	4601.05	4469.6	4484.0	
2009-06-16	4478.1	4537.95	4405.95	4517.8	
2009-06-17	4515.35	4517.8	4332.8	4356.15	
2009-06-18	4352.95	4375.3	4222.15	4251.4	
2009-06-19	4251.1	4326.2	4206.7	4313.6	
2009-06-22	4314.2	4352.25	4221.9	4235.25	
2009-06-23	4223.3	4267.45	4143.25	4247.0	
2009-06-24	4247.3	4307.0	4218.25	4292.95	
2009-06-25	4293.85	4337.95	4221.15	4241.85	
2009-06-26	4243.95	4383.75	4243.95	4375.5	
2009-06-29	4375.4	4439.95	4350.9	4390.95	
2009-06-30	4391.5	4426.75	4267.35	4291.1	
2009-07-01	4292.3	4362.3	4249.7	4340.9	
2009-07-02	4373.5	4383.65	4288.75	4348.85	
2009-07-03	4347.3	4434.45	4298.95	4424.25	
2009-07-06	4429.6	4479.8	4133.7	4165.7	
2009-07-07	4166.0	4231.8	4155.5	4202.15	
2009-07-08	4201.85	4201.85	4061.1	4078.9	
2009-07-09	4078.75	4114.9	4039.85	4080.95	
2009-07-10	4081.4	4129.95	3976.8	4003.9	
2009-07-13	4003.4	4003.4	3918.75	3974.05	
2009-07-14	3974.1	4128.9	3974.1	4111.4	
2009-07-15	4120.8	4249.55	4118.75	4233.5	
2009-07-16	4223.5	4305.0	4205.5	4231.4	
2009-07-17	4231.45	4390.4	4230.15	4374.95	
2009-07-20	4377.9	4510.3	4377.9	4502.25	
2009-07-21	4501.5	4524.0	4436.6	4469.1	
2009-07-22	4469.3	4557.95	4380.45	4398.9	
2009-07-23	4409.7	4532.4	4405.95	4523.75	
2009-07-24	4524.8	4578.75	4504.85	4568.55	
2009-07-27	4568.65	4596.75	4528.5	4572.3	
2009-07-28	4572.8	4599.9	4529.15	4564.1	
2009-07-29	4565.8	4573.85	4420.8	4513.5	
2009-07-30	4513.1	4582.35	4474.5	4571.45	
2009-07-31	4571.6	4669.75	4571.6	4636.45	
2009-08-03	4633.8	4723.75	4617.75	4711.4	
2009-08-04	4706.25	4731.45	4642.6	4680.5	
2009-08-05	4680.95	4717.2	4629.85	4694.15	
2009-08-06	4694.35	4718.15	4559.2	4585.5	
2009-08-07	4591.9	4591.9	4463.95	4481.4	
2009-08-10	4486.5	4562.5	4399.85	4437.65	
2009-08-11	4435.0	4510.8	4398.9	4471.35	
2009-08-12	4473.8	4473.8	4359.4	4457.5	
2009-08-13	4458.55	4614.15	4458.55	4605.0	
2009-08-14	4605.15	4619.0	4559.35	4580.05	
2009-08-17	4578.8	4578.8	4374.6	4387.9	
2009-08-18	4389.5	4491.45	4372.65	4458.9	
2009-08-19	4457.75	4477.55	4353.45	4394.1	
2009-08-20	4394.35	4492.8	4394.35	4453.45	
2009-08-21	4453.45	4538.7	4400.9	4528.8	
2009-08-24	4536.95	4656.3	4536.95	4642.8	
2009-08-25	4641.65	4672.9	4582.5	4659.35	
2009-08-26	4659.45	4697.8	4659.1	4680.85	
2009-08-27	4679.0	4707.9	4645.15	4688.2	
2009-08-28	4688.4	4743.75	4651.4	4732.35	
2009-08-31	4730.85	4730.85	4635.0	4662.1	
2009-09-01	4662.2	4735.9	4600.65	4625.35	
2009-09-02	4624.0	4650.45	4576.6	4608.35	
2009-09-03	4608.75	4647.35	4581.05	4593.55	
2009-09-04	4608.7	4697.2	4580.35	4680.4	
2009-09-07	4682.4	4790.0	4679.3	4782.9	
2009-09-08	4782.85	4842.2	4782.65	4805.25	
2009-09-09	4804.9	4825.05	4783.5	4814.25	
2009-09-10	4814.35	4889.05	4807.9	4819.4	
2009-09-11	4819.4	4856.15	4791.55	4829.55	
2009-09-14	4830.35	4832.25	4786.25	4808.6	
2009-09-15	4808.35	4899.45	4808.35	4892.1	
2009-09-16	4894.65	4966.3	4894.65	4958.4	
2009-09-17	4958.55	5003.05	4944.15	4965.55	
2009-09-18	4963.95	4980.85	4931.9	4976.05	
2009-09-22	4977.1	5036.3	4977.1	5020.2	
2009-09-23	5019.95	5030.75	4957.05	4969.95	
2009-09-24	4977.15	5016.7	4904.05	4986.55	
2009-09-25	4985.1	4994.35	4931.25	4958.95	
2009-09-29	4959.15	5020.25	4959.1	5006.85	
2009-09-30	5007.65	5087.6	5004.35	5083.95	
2009-10-01	5087.2	5110.5	5057.05	5083.4	
2009-10-05	5076.05	5076.05	4991.95	5003.2	
2009-10-06	5003.65	5034.7	4921.05	5027.4	
2009-10-07	5031.7	5077.0	4972.95	4985.75	
2009-10-08	5011.25	5043.05	4971.75	5002.25	
2009-10-09	4993.0	5032.6	4934.55	4945.2	
2009-10-12	4945.45	5068.05	4945.45	5054.25	
2009-10-14	5054.35	5127.4	5054.35	5118.2	
2009-10-15	5118.55	5152.25	5077.1	5108.85	
2009-10-16	5108.65	5149.65	5093.2	5142.15	
2009-10-17	5159.35	5176.8	5124.25	5141.8	
2009-10-20	5145.6	5181.95	5102.65	5114.45	
2009-10-21	5114.85	5117.45	5051.65	5063.6	
2009-10-22	5063.35	5064.25	4968.45	4988.6	
2009-10-23	4986.55	5054.95	4983.25	4997.05	
2009-10-26	4997.15	5033.75	4961.35	4970.9	
2009-10-27	4970.55	4970.55	4829.5	4846.7	
2009-10-28	4846.55	4867.0	4784.1	4826.15	
2009-10-29	4826.1	4826.1	4738.4	4750.55	
2009-10-30	4751.1	4853.65	4687.5	4711.7	
2009-11-03	4712.25	4729.85	4538.5	4563.9	
2009-11-04	4567.3	4717.8	4565.0	4710.8	
2009-11-05	4711.65	4776.35	4610.6	4765.55	
2009-11-06	4767.5	4836.2	4764.85	4796.15	
2009-11-09	4796.15	4905.25	4789.9	4898.4	
2009-11-10	4898.9	4947.7	4860.1	4881.7	
2009-11-11	4882.3	5016.7	4870.05	5003.95	
2009-11-12	5004.4	5014.4	4924.75	4952.65	
2009-11-13	4952.35	5017.9	4942.65	4998.95	
2009-11-16	4996.5	5073.2	4994.0	5058.05	
2009-11-17	5058.95	5074.0	5010.15	5062.25	
2009-11-18	5061.5	5079.3	5041.65	5054.7	
2009-11-19	5043.95	5053.45	4963.7	4989.0	
2009-11-20	4988.75	5063.3	4932.8	5052.45	
2009-11-23	5052.95	5113.1	5052.1	5103.55	
2009-11-24	5105.0	5112.85	5053.5	5090.55	
2009-11-25	5091.55	5138.0	5078.35	5108.15	
2009-11-26	5116.45	5116.45	4986.05	5005.55	
2009-11-27	5005.05	5005.05	4806.7	4941.75	
2009-11-30	4942.25	5066.35	4942.25	5032.7	
2009-12-01	5039.7	5130.35	5038.85	5122.0	
2009-12-02	5122.75	5161.75	5111.75	5123.25	
2009-12-03	5124.55	5181.0	5106.6	5131.7	
2009-12-04	5131.7	5161.8	5081.85	5108.9	
2009-12-07	5108.85	5131.3	5051.55	5066.7	
2009-12-08	5068.55	5152.55	5058.9	5147.95	
2009-12-09	5147.65	5147.65	5090.6	5112.0	
2009-12-10	5112.4	5146.45	5084.65	5134.65	
2009-12-11	5136.05	5182.55	5088.4	5117.3	
2009-12-14	5117.45	5156.7	5090.15	5105.7	
2009-12-15	5105.75	5129.45	5018.25	5033.05	
2009-12-16	5032.95	5067.25	5001.8	5042.05	
2009-12-17	5046.65	5064.2	5013.15	5041.75	
2009-12-18	5042.0	5043.4	4979.05	4987.7	
2009-12-21	4983.65	4997.85	4943.95	4952.6	
2009-12-22	4953.35	4997.3	4953.35	4985.85	
2009-12-23	4990.05	5150.6	4990.05	5144.6	
2009-12-24	5144.8	5197.9	5129.05	5178.4	
2009-12-29	5180.75	5214.6	5175.85	5187.95	
2009-12-30	5188.75	5197.05	5160.1	5169.45	
2009-12-31	5171.2	5221.85	5168.75	5201.05	
2010-01-04	5200.9	5238.45	5167.1	5232.2	
2010-01-05	5277.15	5288.35	5242.4	5277.9	
2010-01-06	5278.15	5310.85	5260.05	5281.8	
2010-01-07	5281.8	5302.55	5244.75	5263.1	
2010-01-08	5264.25	5276.75	5234.7	5244.75	
2010-01-11	5263.8	5287.2	5227.8	5249.4	
2010-01-12	5251.1	5300.5	5200.95	5210.4	
2010-01-13	5212.6	5239.2	5169.55	5233.95	
2010-01-14	5234.5	5272.85	5232.5	5259.9	
2010-01-15	5259.9	5279.85	5242.45	5252.2	
2010-01-18	5253.65	5292.5	5228.95	5274.85	
2010-01-19	5274.2	5287.8	5218.65	5225.65	
2010-01-20	5226.1	5256.7	5201.4	5221.7	
2010-01-21	5220.2	5220.35	5085.45	5094.15	
2010-01-22	5094.15	5094.15	4954.85	5036.0	
2010-01-25	5034.55	5035.7	4983.05	5007.9	
2010-01-27	5008.5	5008.5	4833.05	4853.1	
2010-01-28	4863.0	4929.9	4824.95	4867.25	
2010-01-29	4866.15	4893.7	4766.0	4882.05	
2010-02-01	4882.05	4918.8	4827.15	4899.7	
2010-02-02	4907.85	4951.15	4814.1	4830.1	
2010-02-03	4831.0	4949.15	4831.0	4931.85	
2010-02-04	4931.3	4931.3	4832.35	4845.35	
2010-02-05	4819.65	4827.0	4692.35	4718.65	
2010-02-06	4712.75	4768.15	4712.75	4757.25	
2010-02-08	4755.35	4799.05	4675.4	4760.4	
2010-02-09	4760.55	4810.4	4739.35	4792.65	
2010-02-10	4793.0	4826.85	4748.1	4757.2	
2010-02-11	4757.25	4843.8	4757.25	4826.85	
2010-02-15	4827.9	4845.6	4783.9	4801.95	
2010-02-16	4801.8	4880.0	4791.35	4855.75	
2010-02-17	4858.65	4929.7	4857.6	4914.0	
2010-02-18	4915.1	4922.05	4873.7	4887.75	
2010-02-19	4887.3	4887.3	4805.55	4844.9	
2010-02-22	4849.35	4912.05	4845.9	4856.4	
2010-02-23	4856.6	4884.1	4833.15	4870.05	
2010-02-24	4869.55	4880.55	4834.65	4858.6	
2010-02-25	4859.0	4880.15	4835.6	4859.75	
2010-02-26	4858.5	4992.0	4858.45	4922.3	
2010-03-02	4935.6	5029.45	4935.35	5017.0	
2010-03-03	5015.8	5093.25	5015.1	5088.1	
2010-03-04	5096.95	5096.95	5049.0	5080.25	
2010-03-05	5080.55	5118.65	5068.05	5088.7	
2010-03-08	5092.15	5147.1	5092.15	5124.0	
2010-03-09	5121.05	5131.8	5094.35	5101.5	
2010-03-10	5101.6	5137.4	5092.05	5116.25	
2010-03-11	5116.35	5152.6	5102.1	5133.4	
2010-03-12	5131.8	5158.1	5122.1	5137.0	
2010-03-15	5134.45	5151.05	5101.2	5128.9	
2010-03-16	5128.95	5209.25	5125.7	5198.1	
2010-03-17	5198.45	5260.5	5177.15	5231.9	
2010-03-18	5232.55	5255.65	5214.4	5245.9	
2010-03-19	5246.8	5269.95	5237.1	5262.8	
2010-03-22	5260.95	5260.95	5187.05	5205.2	
2010-03-23	5205.85	5243.6	5193.4	5225.3	
2010-03-25	5225.3	5267.3	5202.95	5260.4	
2010-03-26	5260.55	5293.75	5260.55	5282.0	
2010-03-29	5283.9	5329.55	5242.15	5302.85	
2010-03-30	5302.95	5325.0	5251.35	5262.45	
2010-03-31	5260.4	5293.9	5235.15	5249.1	
2010-04-01	5249.2	5298.6	5249.2	5290.5	
2010-04-05	5291.4	5377.55	5291.4	5368.4	
2010-04-06	5369.65	5388.65	5351.7	5366.0	
2010-04-07	5365.7	5399.65	5345.05	5374.65	
2010-04-08	5376.3	5383.65	5290.25	5304.45	
2010-04-09	5302.4	5377.45	5302.25	5361.75	
2010-04-12	5354.15	5382.15	5324.9	5339.7	
2010-04-13	5340.85	5356.5	5301.7	5322.95	
2010-04-15	5323.3	5373.15	5265.3	5273.6	
2010-04-16	5273.4	5283.05	5237.55	5262.6	
2010-04-19	5279.05	5279.05	5160.9	5203.65	
2010-04-20	5208.3	5257.25	5208.3	5230.1	
2010-04-21	5230.3	5266.3	5230.3	5244.9	
2010-04-22	5248.6	5331.8	5221.1	5269.35	
2010-04-23	5269.65	5311.05	5269.65	5304.1	
2010-04-26	5299.35	5342.35	5299.35	5322.45	
2010-04-27	5322.1	5330.55	5301.4	5308.35	
2010-04-28	5308.2	5308.25	5202.45	5215.45	
2010-04-29	5215.25	5264.75	5214.8	5254.15	
2010-04-30	5254.2	5294.8	5254.2	5278.0	
2010-05-03	5278.4	5278.7	5210.05	5222.75	
2010-05-04	5223.9	5250.15	5134.85	5148.5	
2010-05-05	5148.35	5148.35	5056.5	5124.9	
2010-05-06	5124.4	5124.9	5037.75	5090.85	
2010-05-07	5072.3	5085.65	4984.6	5018.05	
2010-05-10	5026.6	5203.3	5026.6	5193.6	
2010-05-11	5189.75	5206.7	5126.5	5136.15	
2010-05-12	5133.75	5172.85	5098.8	5156.65	
2010-05-13	5157.55	5212.7	5147.95	5178.9	
2010-05-14	5180.55	5192.75	5070.95	5093.5	
2010-05-17	5093.9	5094.55	4966.25	5059.9	
2010-05-18	5059.55	5105.2	5024.25	5066.2	
2010-05-19	5065.1	5065.1	4908.15	4919.65	
2010-05-20	4924.3	4980.25	4924.3	4947.6	
2010-05-21	4946.7	4946.7	4842.3	4931.15	
2010-05-24	4944.3	5029.55	4923.45	4943.95	
2010-05-25	4945.3	4946.6	4786.45	4806.75	
2010-05-26	4807.3	4925.45	4807.3	4917.4	
2010-05-27	4915.15	5016.6	4897.6	5003.1	
2010-05-28	5005.6	5077.25	5005.6	5066.55	
2010-05-31	5076.1	5097.6	5038.55	5086.3	
2010-06-01	5086.25	5086.95	4961.05	4970.2	
2010-06-02	4970.75	5031.2	4967.05	5019.85	
2010-06-03	5020.15	5125.7	5020.15	5110.5	
2010-06-04	5112.6	5147.9	5091.6	5135.5	
2010-06-07	5132.95	5132.95	5004.25	5034.0	
2010-06-08	5036.7	5071.35	4967.3	4987.1	
2010-06-09	4985.05	5050.6	4980.1	5000.3	
2010-06-10	4999.6	5085.2	4997.6	5078.6	
2010-06-11	5078.75	5139.05	5078.75	5119.35	
2010-06-14	5120.15	5201.25	5120.15	5197.7	
2010-06-15	5201.3	5231.45	5171.05	5222.35	
2010-06-16	5225.05	5255.65	5214.9	5233.35	
2010-06-17	5233.65	5285.55	5206.55	5274.85	
2010-06-18	5274.95	5302.3	5245.5	5262.6	
2010-06-21	5266.5	5366.75	5266.5	5353.3	
2010-06-22	5353.95	5354.35	5311.05	5316.55	
2010-06-23	5316.15	5333.3	5288.15	5323.15	
2010-06-24	5323.25	5348.3	5284.55	5320.6	
2010-06-25	5320.5	5320.5	5259.9	5269.05	
2010-06-28	5271.1	5339.45	5270.75	5333.5	
2010-06-29	5333.55	5334.15	5235.8	5256.15	
2010-06-30	5254.25	5320.35	5210.0	5312.5	
2010-07-01	5312.05	5312.55	5232.1	5251.4	
2010-07-02	5251.25	5277.25	5225.6	5237.1	
2010-07-05	5237.0	5252.75	5225.85	5235.9	
2010-07-06	5236.1	5297.45	5231.5	5289.05	
2010-07-07	5293.1	5296.75	5233.45	5241.1	
2010-07-08	5242.0	5320.5	5242.0	5296.85	
2010-07-09	5297.2	5359.05	5297.2	5352.45	
2010-07-12	5352.25	5402.7	5351.6	5383.0	
2010-07-13	5370.2	5406.2	5357.85	5400.65	
2010-07-14	5402.0	5453.45	5371.7	5386.15	
2010-07-15	5387.1	5399.2	5360.6	5378.75	
2010-07-16	5376.65	5401.35	5374.4	5393.9	
2010-07-19	5392.7	5409.1	5361.5	5386.45	
2010-07-20	5387.0	5416.45	5353.6	5368.0	
2010-07-21	5368.85	5409.1	5368.85	5399.35	
2010-07-22	5399.15	5447.15	5372.2	5441.95	
2010-07-23	5441.9	5477.5	5435.15	5449.1	
2010-07-26	5446.55	5466.25	5409.2	5418.6	
2010-07-27	5420.2	5450.95	5407.2	5430.6	
2010-07-28	5436.1	5447.85	5386.25	5397.55	
2010-07-29	5397.85	5415.85	5381.55	5408.9	
2010-07-30	5408.4	5413.25	5349.2	5367.6	
2010-08-02	5369.55	5438.85	5351.3	5431.65	
2010-08-03	5432.5	5459.2	5426.4	5439.55	
2010-08-04	5441.35	5481.9	5428.4	5467.85	
2010-08-05	5470.15	5487.15	5443.1	5447.1	
2010-08-06	5448.25	5471.9	5431.35	5439.25	
2010-08-09	5439.8	5492.3	5433.25	5486.15	
2010-08-10	5486.8	5491.45	5445.35	5460.7	
2010-08-11	5460.7	5474.6	5412.0	5420.6	
2010-08-12	5418.7	5431.1	5372.45	5416.45	
2010-08-13	5420.65	5476.5	5415.5	5452.1	
2010-08-16	5452.1	5465.25	5397.4	5418.3	
2010-08-17	5422.15	5443.55	5408.8	5414.15	
2010-08-18	5416.25	5487.95	5416.25	5479.15	
2010-08-19	5478.25	5544.7	5478.1	5540.2	
2010-08-20	5540.8	5546.6	5513.35	5530.65	
2010-08-23	5531.15	5549.8	5519.4	5543.5	
2010-08-24	5541.1	5547.25	5488.45	5505.1	
2010-08-25	5505.3	5506.15	5452.55	5462.35	
2010-08-26	5462.1	5486.55	5454.7	5477.9	
2010-08-27	5489.6	5495.2	5391.95	5408.7	
2010-08-30	5408.9	5469.0	5390.35	5415.45	
2010-08-31	5413.55	5413.9	5348.9	5402.4	
2010-09-01	5403.05	5478.6	5403.05	5471.85	
2010-09-02	5471.9	5513.95	5471.85	5486.15	
2010-09-03	5486.3	5510.4	5473.65	5479.4	
2010-09-06	5479.55	5589.4	5479.55	5576.95	
2010-09-07	5575.9	5625.5	5571.65	5604.0	
2010-09-08	5604.25	5625.3	5567.75	5607.85	
2010-09-09	5608.3	5647.45	5608.1	5640.05	
2010-09-13	5639.2	5770.6	5639.2	5760.0	
2010-09-14	5760.3	5838.45	5760.3	5795.55	
2010-09-15	5795.25	5869.45	5792.2	5860.95	
2010-09-16	5861.1	5901.65	5815.8	5828.7	
2010-09-17	5828.7	5898.4	5828.7	5884.95	
2010-09-20	5885.05	5989.5	5885.05	5980.45	
2010-09-21	5980.5	6032.8	5961.85	6009.05	
2010-09-22	6008.4	6037.4	5946.45	5991.0	
2010-09-23	5991.05	6006.8	5932.4	5959.55	
2010-09-24	5959.45	6029.1	5951.2	6018.3	
2010-09-27	6018.3	6073.5	6018.3	6035.65	
2010-09-28	6036.05	6049.8	5991.3	6029.5	
2010-09-29	6029.15	6071.55	5979.65	5991.3	
2010-09-30	5991.35	6048.45	5963.6	6029.95	
2010-10-01	6030.3	6153.1	6030.3	6143.4	
2010-10-04	6144.7	6222.1	6144.7	6159.45	
2010-10-05	6159.45	6188.35	6118.05	6145.8	
2010-10-06	6150.95	6223.4	6148.6	6186.45	
2010-10-07	6186.85	6199.45	6107.5	6120.3	
2010-10-08	6121.4	6148.6	6067.0	6103.45	
2010-10-11	6105.95	6187.75	6105.95	6135.85	
2010-10-12	6135.95	6144.95	6057.95	6090.9	
2010-10-13	6091.45	6240.25	6089.75	6233.9	
2010-10-14	6234.3	6284.1	6157.9	6177.35	
2010-10-15	6175.9	6200.6	6050.35	6062.65	
2010-10-18	6112.75	6115.1	5985.1	6075.95	
2010-10-19	6114.45	6127.05	6008.15	6027.3	
2010-10-20	6002.95	6038.1	5966.75	5982.1	
2010-10-21	6008.9	6113.5	5984.9	6101.5	
2010-10-22	6113.4	6121.1	6041.35	6066.05	
2010-10-25	6101.25	6151.3	6094.6	6105.8	
2010-10-26	6116.3	6120.25	6074.65	6082.0	
2010-10-27	6075.45	6075.95	5987.55	6012.65	
2010-10-28	6039.95	6071.1	5968.1	5987.7	
2010-10-29	6021.15	6032.65	5937.1	6017.7	
2010-11-01	6092.3	6132.4	6084.75	6117.55	
2010-11-02	6127.55	6138.1	6094.4	6119.0	
2010-11-03	6150.6	6182.5	6146.8	6160.5	
2010-11-04	6209.6	6290.15	6199.35	6281.8	
2010-11-05	6321.85	6338.5	6303.1	6312.45	
2010-11-08	6335.25	6335.9	6265.35	6273.2	
2010-11-09	6281.0	6310.9	6243.55	6301.55	
2010-11-10	6303.2	6307.65	6269.25	6275.7	
2010-11-11	6286.35	6296.55	6179.5	6194.25	
2010-11-12	6182.3	6202.5	6056.75	6071.65	
2010-11-15	6079.9	6128.75	6039.4	6121.6	
2010-11-16	6143.45	6144.05	5970.6	5988.7	
2010-11-18	6075.95	6076.2	5906.75	5998.8	
2010-11-19	6011.3	6013.25	5863.95	5890.3	
2010-11-22	5920.9	6020.25	5905.15	6010.0	
2010-11-23	5971.55	5973.35	5824.95	5934.75	
2010-11-24	5946.8	5976.65	5833.6	5865.75	
2010-11-25	5883.95	5907.1	5780.35	5799.75	
2010-11-26	5828.55	5838.5	5690.35	5751.95	
2010-11-29	5789.95	5843.15	5754.7	5830.0	
2010-11-30	5811.6	5892.25	5768.35	5862.7	
2010-12-01	5871.0	5971.0	5865.55	5960.9	
2010-12-02	6023.05	6029.5	5980.6	6011.7	
2010-12-03	6013.35	6025.4	5964.25	5992.8	
2010-12-06	6033.65	6069.45	5981.7	5992.25	
2010-12-07	5995.05	6001.0	5939.7	5976.55	
2010-12-08	5954.4	5960.0	5878.6	5903.7	
2010-12-09	5924.25	5927.3	5742.3	5766.5	
2010-12-10	5761.0	5865.5	5721.15	5857.35	
2010-12-13	5882.65	5913.8	5795.9	5907.65	
2010-12-14	5928.7	5953.95	5888.75	5944.1	
2010-12-15	5931.15	5942.75	5865.8	5892.3	
2010-12-16	5910.55	5956.15	5855.05	5948.75	
2010-12-20	5926.85	5985.0	5900.25	5947.05	
2010-12-21	5960.4	6007.45	5960.05	6000.65	
2010-12-22	6019.0	6023.8	5958.0	5984.4	
2010-12-23	6005.9	6006.45	5964.6	5980.0	
2010-12-24	5940.25	6017.35	5940.25	6011.6	
2010-12-27	6013.3	6045.75	5991.1	5998.1	
2010-12-28	6005.35	6010.9	5982.25	5996.0	
2010-12-29	6005.15	6067.55	6002.85	6060.35	
2010-12-30	6062.35	6106.4	6062.35	6101.85	
2010-12-31	6105.1	6147.3	6103.55	6134.5	
2011-01-03	6177.45	6178.55	6147.2	6157.6	
2011-01-04	6172.75	6181.05	6124.4	6146.35	
2011-01-05	6141.35	6141.35	6062.35	6079.8	
2011-01-06	6107.0	6116.15	6022.3	6048.25	
2011-01-07	6030.9	6051.2	5883.6	5904.6	
2011-01-10	5901.3	5907.25	5740.95	5762.85	
